path,face,label
./datasets/face_forensics/img_data/real/N6SC0SDKA40HB8V2X4U8.jpg,"[280, 90, 116, 158]",REAL
./datasets/face_forensics/img_data/real/V35NHEOUMIBV9JLLDR49.jpg,"[383, 100, 134, 167]",REAL
./datasets/face_forensics/img_data/real/4Z81TB7JBEIDMBT9R34L.jpg,"[158, 73, 101, 131]",REAL
./datasets/face_forensics/img_data/real/SWYNS87MMZV8I5WUJ4AI.jpg,"[275, 94, 113, 146]",REAL
./datasets/face_forensics/img_data/real/UPJIAFIP1PX8280QDCJF.jpg,"[167, 88, 124, 155]",REAL
./datasets/face_forensics/img_data/real/B7DWUQ9P7TMBHAZNZ2DP.jpg,"[374, 164, 262, 349]",REAL
./datasets/face_forensics/img_data/real/V18U67J3MY1ABZCV9176.jpg,"[230, 128, 167, 228]",REAL
./datasets/face_forensics/img_data/real/JTCR86BBPIG1YFUQPM3U.jpg,"[306, 13, 240, 324]",REAL
./datasets/face_forensics/img_data/real/8B3GMGNTHEO3BTM32H7F.jpg,"[314, 94, 109, 155]",REAL
./datasets/face_forensics/img_data/real/5OX9MD4XXEM05EIVMSSD.jpg,"[550, 141, 187, 237]",REAL
./datasets/face_forensics/img_data/real/ZMRFMM0OLBO03LJ4347G.jpg,"[563, 38, 256, 358]",REAL
./datasets/face_forensics/img_data/real/WUY8UP9WGCJE1PK4B0IQ.jpg,"[388, 92, 106, 142]",REAL
./datasets/face_forensics/img_data/real/LWS65V66Y1QY3W6QZ2RR.jpg,"[523, 133, 249, 340]",REAL
./datasets/face_forensics/img_data/real/ORTFVCPILTNJMMLEFVNF.jpg,"[138, 92, 122, 162]",REAL
./datasets/face_forensics/img_data/real/2TXTLGPH8NRDSBLUS17I.jpg,"[267, 100, 117, 149]",REAL
./datasets/face_forensics/img_data/real/VI50PMI2I0XVNWQK76R0.jpg,"[232, 23, 205, 271]",REAL
./datasets/face_forensics/img_data/real/MGUONTK7TDOU2V38867B.jpg,"[354, 105, 131, 161]",REAL
./datasets/face_forensics/img_data/real/U1ZSYDDB5ZW9V0VWFC4M.jpg,"[940, 101, 127, 163]",REAL
./datasets/face_forensics/img_data/real/T0BP4RPSL4VDM02JC5OR.jpg,"[472, 131, 413, 611]",REAL
./datasets/face_forensics/img_data/real/K3MV5HYS4UIPZHU6UGZV.jpg,"[628, 118, 240, 276]",REAL
./datasets/face_forensics/img_data/real/HO53HBKFR57Y1HP2JKFV.jpg,"[536, 154, 194, 254]",REAL
./datasets/face_forensics/img_data/real/MGX0RMAYKANYZQTIVH82.jpg,"[557, 104, 165, 216]",REAL
./datasets/face_forensics/img_data/real/YRKMBVUJHOL3XNOII8SZ.jpg,"[653, 131, 254, 331]",REAL
./datasets/face_forensics/img_data/real/4UFTKY2QRIR1278FNE60.jpg,"[532, 102, 157, 223]",REAL
./datasets/face_forensics/img_data/real/ID5FP665WY3M09GVTM7S.jpg,"[395, 92, 123, 174]",REAL
./datasets/face_forensics/img_data/real/JEU1DAY15W8QCIA6FT3I.jpg,"[181, 232, 246, 322]",REAL
./datasets/face_forensics/img_data/real/2TK9I24N2F2R4JFSDMIX.jpg,"[312, 35, 240, 326]",REAL
./datasets/face_forensics/img_data/real/2TH7GFTXUICKZCAJYWRF.jpg,"[294, 41, 258, 351]",REAL
./datasets/face_forensics/img_data/real/BNHAKDJW6ILRIZRZGY9A.jpg,"[210, 68, 162, 208]",REAL
./datasets/face_forensics/img_data/real/VQUPSZ0KDGR27MQ1MMA2.jpg,"[609, 191, 188, 242]",REAL
./datasets/face_forensics/img_data/real/QDWRZ8RTJG5JF9BED45P.jpg,"[312, 106, 87, 114]",REAL
./datasets/face_forensics/img_data/real/HFAEPACRHZIMXZNYN9A0.jpg,"[228, 117, 169, 226]",REAL
./datasets/face_forensics/img_data/real/1MFGT0MME4D9ZWQ27Y11.jpg,"[444, 131, 251, 304]",REAL
./datasets/face_forensics/img_data/real/EHLLKULM2LVNNJ6FLB0V.jpg,"[1255, 240, 188, 244]",REAL
./datasets/face_forensics/img_data/real/NQU71XIHQJ8663UZH4CC.jpg,"[669, 37, 359, 492]",REAL
./datasets/face_forensics/img_data/real/BFCZDQPROC6SC8NXCPFB.jpg,"[974, 80, 141, 179]",REAL
./datasets/face_forensics/img_data/real/SMRGHPKFEDJ7AJN1BOX9.jpg,"[240, 97, 140, 178]",REAL
./datasets/face_forensics/img_data/real/0CPSAC2T1Y2XB9BU6QXG.jpg,"[511, 153, 177, 229]",REAL
./datasets/face_forensics/img_data/real/SSX227X6EBHOS9YD7IQW.jpg,"[238, 140, 91, 127]",REAL
./datasets/face_forensics/img_data/real/ZNKAETN1MZYLZ6WZR2T2.jpg,"[296, 73, 215, 288]",REAL
./datasets/face_forensics/img_data/real/LXFAB4XMKS4F93XOGS77.jpg,"[329, 85, 96, 127]",REAL
./datasets/face_forensics/img_data/real/M5H93VOQJGT361G86N98.jpg,"[254, 84, 147, 188]",REAL
./datasets/face_forensics/img_data/real/Y151QHCVVSJB4NSX07L6.jpg,"[389, 173, 162, 204]",REAL
./datasets/face_forensics/img_data/real/7SVN74DOMU2IQ9KY5H84.jpg,"[691, 219, 86, 113]",REAL
./datasets/face_forensics/img_data/real/QKWICWZ5XLK4NMKRO57M.jpg,"[182, 97, 113, 145]",REAL
./datasets/face_forensics/img_data/real/QW1OWU7ZU8PZU1I9C5RP.jpg,"[294, 70, 100, 137]",REAL
./datasets/face_forensics/img_data/real/VFIIYUDMC7CV2LM0RDGP.jpg,"[882, 307, 414, 554]",REAL
./datasets/face_forensics/img_data/real/4Q2HT43R3XZZE15LPAI4.jpg,"[558, 135, 197, 256]",REAL
./datasets/face_forensics/img_data/real/HIDSUYT0BP4ZFFV1SEJV.jpg,"[335, 162, 93, 124]",REAL
./datasets/face_forensics/img_data/real/XLD4THIKHADJ9O3H3Y4C.jpg,"[590, 105, 244, 323]",REAL
./datasets/face_forensics/img_data/real/3TR6NIMEZUGGID959QBQ.jpg,"[573, 165, 184, 243]",REAL
./datasets/face_forensics/img_data/real/D4FK9VSXLAZX26FQI6N1.jpg,"[570, 126, 181, 239]",REAL
./datasets/face_forensics/img_data/real/IPPIPYZAJIL22AJA3LNO.jpg,"[805, 107, 90, 119]",REAL
./datasets/face_forensics/img_data/real/NNMU6X6Z30IQDQ3WBB1E.jpg,"[254, 128, 144, 176]",REAL
./datasets/face_forensics/img_data/real/V30L83LXQ69O2JU5PU1U.jpg,"[301, 112, 158, 194]",REAL
./datasets/face_forensics/img_data/real/78QCTTCQVBVJ0G0DX81I.jpg,"[802, 113, 96, 122]",REAL
./datasets/face_forensics/img_data/real/HX3X67ONYWFUTFFUAX5E.jpg,"[339, 96, 87, 113]",REAL
./datasets/face_forensics/img_data/real/UTKSYMDJ5V5VYRZ5O69W.jpg,"[1023, 265, 212, 256]",REAL
./datasets/face_forensics/img_data/real/FTSFZPZKX9BXFG8DDGBF.jpg,"[242, 86, 116, 149]",REAL
./datasets/face_forensics/img_data/real/77N2N46H4LWYTEW5DLEN.jpg,"[251, 105, 102, 135]",REAL
./datasets/face_forensics/img_data/real/7B3FT5J97TMCOI4Q6S3U.jpg,"[384, 84, 66, 90]",REAL
